run_name,method,seed,target_sparsity,name,zeros,nonzeros,numel,sparsity
dense-lr3e-4-seed0,dense,0,0.9,blocks.1.attn.k_proj.weight,124209,23247,147456,0.84234619140625
dense-lr3e-4-seed0,dense,0,0.9,blocks.1.attn.o_proj.weight,147456,0,147456,1.0
dense-lr3e-4-seed0,dense,0,0.9,blocks.1.attn.q_proj.weight,123964,23492,147456,0.8406846788194444
dense-lr3e-4-seed0,dense,0,0.9,blocks.1.attn.v_proj.weight,131316,16140,147456,0.8905436197916666
dense-lr3e-4-seed0,dense,0,0.9,blocks.1.mlp.down_proj.weight,393192,24,393216,0.99993896484375
dense-lr3e-4-seed0,dense,0,0.9,blocks.1.mlp.gate_proj.weight,339736,53480,393216,0.8639933268229166
dense-lr3e-4-seed0,dense,0,0.9,blocks.1.mlp.up_proj.weight,340253,52963,393216,0.8653081258138021
dense-lr3e-4-seed0,dense,0,0.9,blocks.2.attn.k_proj.weight,124149,23307,147456,0.8419392903645834
dense-lr3e-4-seed0,dense,0,0.9,blocks.2.attn.o_proj.weight,147455,1,147456,0.9999932183159722
dense-lr3e-4-seed0,dense,0,0.9,blocks.2.attn.q_proj.weight,123263,24193,147456,0.8359307183159722
dense-lr3e-4-seed0,dense,0,0.9,blocks.2.attn.v_proj.weight,129965,17491,147456,0.8813815646701388
dense-lr3e-4-seed0,dense,0,0.9,blocks.2.mlp.down_proj.weight,393191,25,393216,0.9999364217122396
dense-lr3e-4-seed0,dense,0,0.9,blocks.2.mlp.gate_proj.weight,338773,54443,393216,0.8615442911783854
dense-lr3e-4-seed0,dense,0,0.9,blocks.2.mlp.up_proj.weight,338914,54302,393216,0.8619028727213541
dense-lr3e-4-seed0,dense,0,0.9,blocks.3.attn.k_proj.weight,124485,22971,147456,0.8442179361979166
dense-lr3e-4-seed0,dense,0,0.9,blocks.3.attn.o_proj.weight,147456,0,147456,1.0
dense-lr3e-4-seed0,dense,0,0.9,blocks.3.attn.q_proj.weight,122964,24492,147456,0.8339029947916666
dense-lr3e-4-seed0,dense,0,0.9,blocks.3.attn.v_proj.weight,129705,17751,147456,0.8796183268229166
dense-lr3e-4-seed0,dense,0,0.9,blocks.3.mlp.down_proj.weight,393180,36,393216,0.999908447265625
dense-lr3e-4-seed0,dense,0,0.9,blocks.3.mlp.gate_proj.weight,338364,54852,393216,0.860504150390625
dense-lr3e-4-seed0,dense,0,0.9,blocks.3.mlp.up_proj.weight,338726,54490,393216,0.8614247639973959
dense-lr3e-4-seed0,dense,0,0.9,blocks.4.attn.k_proj.weight,123931,23525,147456,0.8404608832465278
dense-lr3e-4-seed0,dense,0,0.9,blocks.4.attn.o_proj.weight,147454,2,147456,0.9999864366319444
